TIME_PERIOD,TIME_PERIOD_START,TIME_PERIOD_END,PRIMARY_TYPE,AGE,SEX,RACE,JUVENILE_I,DOMESTIC_I,GUNSHOT_INJURY_I,NUMBER_OF_VICTIMS
2016 Q4,10/01/2016,12/31/2016,ROBBERY,UNKNOWN,M,WWH,,false,NO,1
2019 Q4,10/01/2019,12/31/2019,ASSAULT,50-59,F,WHI,false,false,NO,5
2019 Q1,01/01/2019,03/31/2019,ASSAULT,20-29,M,WBH,false,false,NO,3
2001 Q4,10/01/2001,12/31/2001,ROBBERY,60-69,F,WWH,false,false,UNKNOWN,7
2008 Q3,07/01/2008,09/30/2008,CRIMINAL SEXUAL ASSAULT,50-59,F,WHI,false,true,UNKNOWN,1
2006 Q4,10/01/2006,12/31/2006,CRIMINAL SEXUAL ASSAULT,0-19,M,WBH,true,true,UNKNOWN,1
2008 Q3,07/01/2008,09/30/2008,ASSAULT,30-39,F,WHI,false,false,UNKNOWN,9
1997 Q2,03/01/1997,06/30/1997,HOMICIDE,20-29,M,WWH,false,false,YES,14
2013 Q3,07/01/2013,09/30/2013,BATTERY,20-29,M,API,false,false,NO,4
2016 Q1,01/01/2016,03/31/2016,BATTERY,30-39,F,WHI,false,false,NO,1
2020 Q2,03/01/2020,06/30/2020,BATTERY,20-29,M,WBH,false,true,NO,2
2007 Q4,10/01/2007,12/31/2007,BATTERY,UNKNOWN,F,WWH,,true,UNKNOWN,1
2003 Q1,01/01/2003,03/31/2003,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,,false,UNKNOWN,37
2005 Q2,03/01/2005,06/30/2005,ROBBERY,0-19,M,UNKNOWN,true,false,UNKNOWN,5
2004 Q3,07/01/2004,09/30/2004,ASSAULT,20-29,M,BLK,false,false,UNKNOWN,164
2014 Q4,10/01/2014,12/31/2014,ASSAULT,50-59,M,UNKNOWN,false,false,NO,2
2016 Q4,10/01/2016,12/31/2016,HOMICIDE,0-19,M,BLK,true,true,NO,1
2007 Q4,10/01/2007,12/31/2007,HOMICIDE,40-49,M,WWH,false,false,NO,1
2003 Q1,01/01/2003,03/31/2003,ROBBERY,80+,F,WHI,false,false,UNKNOWN,16
2022 Q4,10/01/2022,12/31/2022,BATTERY,80+,F,WHI,false,true,NO,4
2001 Q4,10/01/2001,12/31/2001,HOMICIDE,30-39,F,BLK,false,true,NO,1
2018 Q2,03/01/2018,06/30/2018,BATTERY,0-19,M,WBH,true,false,NO,1
2003 Q1,01/01/2003,03/31/2003,ROBBERY,50-59,F,UNKNOWN,false,false,UNKNOWN,1
2017 Q3,07/01/2017,09/30/2017,CRIMINAL SEXUAL ASSAULT,20-29,F,UNKNOWN,false,false,NO,2
2023 Q3,07/01/2023,09/30/2023,ASSAULT,50-59,F,BLK,false,false,NO,39
2012 Q2,03/01/2012,06/30/2012,ROBBERY,30-39,F,API,false,false,NO,10
2010 Q4,10/01/2010,12/31/2010,HOMICIDE,40-49,M,WWH,false,false,NO,2
2021 Q3,07/01/2021,09/30/2021,ROBBERY,60-69,M,WHI,false,false,NO,18
1992 Q3,07/01/1992,09/30/1992,HOMICIDE,0-19,F,WWH,true,false,YES,1
2018 Q2,03/01/2018,06/30/2018,ROBBERY,40-49,F,WWH,false,false,NO,22
2020 Q4,10/01/2020,12/31/2020,BATTERY,50-59,M,WHI,false,true,NO,3
2003 Q3,07/01/2003,09/30/2003,HOMICIDE,20-29,M,BLK,false,true,NO,1
2003 Q2,03/01/2003,06/30/2003,HOMICIDE,0-19,M,BLK,true,false,YES,6
2015 Q4,10/01/2015,12/31/2015,ASSAULT,40-49,M,BLK,false,false,NO,46
2002 Q3,07/01/2002,09/30/2002,BATTERY,20-29,M,I,false,false,UNKNOWN,1
1999 Q4,10/01/1999,12/31/1999,HOMICIDE,50-59,F,BLK,false,false,NO,1
2002 Q4,10/01/2002,12/31/2002,ROBBERY,60-69,F,BLK,false,true,UNKNOWN,1
2014 Q2,03/01/2014,06/30/2014,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,,false,NO,67
2020 Q1,01/01/2020,03/31/2020,BATTERY,70-79,M,WHI,false,false,NO,3
2009 Q2,03/01/2009,06/30/2009,ROBBERY,70-79,F,WWH,false,false,UNKNOWN,3
2002 Q3,07/01/2002,09/30/2002,CRIMINAL SEXUAL ASSAULT,30-39,M,WWH,false,false,UNKNOWN,1
2013 Q1,01/01/2013,03/31/2013,ASSAULT,0-19,F,BLK,false,false,NO,8
2016 Q2,03/01/2016,06/30/2016,BATTERY,30-39,M,WHI,false,false,NO,18
2008 Q2,03/01/2008,06/30/2008,ASSAULT,40-49,M,WHI,false,true,UNKNOWN,3
2008 Q2,03/01/2008,06/30/2008,ROBBERY,0-19,F,WHI,true,false,UNKNOWN,8
2010 Q3,07/01/2010,09/30/2010,CRIMINAL SEXUAL ASSAULT,40-49,F,WWH,false,true,NO,1
2005 Q3,07/01/2005,09/30/2005,BATTERY,0-19,F,BLK,true,false,UNKNOWN,229
2022 Q2,03/01/2022,06/30/2022,ROBBERY,40-49,F,BLK,false,true,NO,2
2021 Q3,07/01/2021,09/30/2021,CRIMINAL SEXUAL ASSAULT,30-39,F,API,false,false,NO,1
2020 Q1,01/01/2020,03/31/2020,BATTERY,20-29,F,WBH,false,true,NO,1
2002 Q4,10/01/2002,12/31/2002,HOMICIDE,0-19,M,BLK,true,false,YES,6
2003 Q3,07/01/2003,09/30/2003,BATTERY,50-59,F,BLK,false,false,UNKNOWN,23
2005 Q3,07/01/2005,09/30/2005,CRIMINAL SEXUAL ASSAULT,80+,M,WHI,false,true,UNKNOWN,1
2019 Q2,03/01/2019,06/30/2019,ROBBERY,0-19,M,WHI,false,true,NO,1
2016 Q2,03/01/2016,06/30/2016,ASSAULT,60-69,F,WWH,false,false,NO,2
2020 Q3,07/01/2020,09/30/2020,ASSAULT,50-59,F,WWH,false,true,NO,3
1993 Q4,10/01/1993,12/31/1993,HOMICIDE,30-39,F,WHI,false,false,YES,1
2005 Q4,10/01/2005,12/31/2005,ASSAULT,UNKNOWN,M,UNKNOWN,,false,UNKNOWN,2
2008 Q4,10/01/2008,12/31/2008,HOMICIDE,0-19,M,WHI,false,false,YES,1
2014 Q2,03/01/2014,06/30/2014,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,true,false,NO,6
2013 Q1,01/01/2013,03/31/2013,ROBBERY,70-79,F,BLK,false,false,NO,2
2019 Q2,03/01/2019,06/30/2019,ASSAULT,70-79,M,WHI,false,true,NO,1
2012 Q4,10/01/2012,12/31/2012,BATTERY,30-39,F,BLK,false,false,NO,34
2021 Q1,01/01/2021,03/31/2021,BATTERY,0-19,M,WWH,true,false,NO,3
2011 Q2,03/01/2011,06/30/2011,ASSAULT,40-49,F,WHI,false,false,NO,4
2013 Q4,10/01/2013,12/31/2013,BATTERY,20-29,F,UNKNOWN,false,false,NO,2
2015 Q4,10/01/2015,12/31/2015,ROBBERY,0-19,F,BLK,true,true,NO,3
2003 Q1,01/01/2003,03/31/2003,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,false,false,UNKNOWN,7
2013 Q4,10/01/2013,12/31/2013,ROBBERY,50-59,F,BLK,false,true,NO,1
1997 Q3,07/01/1997,09/30/1997,HOMICIDE,0-19,M,BLK,true,false,YES,16
2012 Q4,10/01/2012,12/31/2012,ASSAULT,0-19,M,UNKNOWN,true,false,NO,1
1992 Q2,03/01/1992,06/30/1992,HOMICIDE,30-39,F,WHI,false,true,YES,1
2023 Q4,10/01/2023,12/31/2023,BATTERY,0-19,M,WWH,true,false,NO,10
2002 Q1,01/01/2002,03/31/2002,ROBBERY,40-49,F,BLK,false,false,UNKNOWN,150
2020 Q1,01/01/2020,03/31/2020,ASSAULT,20-29,F,WWH,false,false,NO,22
2019 Q2,03/01/2019,06/30/2019,ASSAULT,20-29,F,WBH,false,false,NO,3
2009 Q1,01/01/2009,03/31/2009,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,BLK,,false,UNKNOWN,1
2016 Q4,10/01/2016,12/31/2016,CRIMINAL SEXUAL ASSAULT,60-69,F,BLK,false,false,NO,6
2004 Q2,03/01/2004,06/30/2004,BATTERY,0-19,M,API,false,false,UNKNOWN,1
2004 Q4,10/01/2004,12/31/2004,ROBBERY,0-19,M,BLK,false,false,UNKNOWN,119
1996 Q4,10/01/1996,12/31/1996,HOMICIDE,50-59,F,BLK,false,true,NO,1
2003 Q1,01/01/2003,03/31/2003,BATTERY,20-29,F,BLK,false,true,UNKNOWN,113
2007 Q2,03/01/2007,06/30/2007,CRIMINAL SEXUAL ASSAULT,30-39,F,WWH,false,true,UNKNOWN,1
2015 Q1,01/01/2015,03/31/2015,ASSAULT,60-69,M,BLK,false,true,NO,3
2002 Q3,07/01/2002,09/30/2002,ROBBERY,30-39,F,BLK,false,true,UNKNOWN,27
2004 Q4,10/01/2004,12/31/2004,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,true,false,UNKNOWN,22
2004 Q4,10/01/2004,12/31/2004,ASSAULT,70-79,M,BLK,false,false,UNKNOWN,5
2010 Q2,03/01/2010,06/30/2010,ASSAULT,0-19,M,WWH,false,true,NO,2
2012 Q3,07/01/2012,09/30/2012,BATTERY,60-69,F,BLK,false,false,NO,6
2009 Q2,03/01/2009,06/30/2009,ASSAULT,0-19,F,WWH,false,false,UNKNOWN,12
2001 Q2,03/01/2001,06/30/2001,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,false,false,UNKNOWN,22
2017 Q4,10/01/2017,12/31/2017,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,false,true,NO,4
2010 Q2,03/01/2010,06/30/2010,BATTERY,0-19,M,WBH,false,false,NO,1
2003 Q1,01/01/2003,03/31/2003,ROBBERY,30-39,M,I,false,false,UNKNOWN,4
2007 Q2,03/01/2007,06/30/2007,ASSAULT,50-59,F,WWH,false,false,UNKNOWN,4
2010 Q4,10/01/2010,12/31/2010,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,true,false,NO,8
2004 Q1,01/01/2004,03/31/2004,ASSAULT,50-59,M,BLK,false,true,UNKNOWN,13
2014 Q3,07/01/2014,09/30/2014,BATTERY,0-19,M,BLK,false,true,NO,10
2006 Q2,03/01/2006,06/30/2006,ROBBERY,60-69,M,WHI,false,true,UNKNOWN,1
2002 Q1,01/01/2002,03/31/2002,ASSAULT,0-19,M,BLK,true,true,UNKNOWN,16
2018 Q2,03/01/2018,06/30/2018,ASSAULT,0-19,M,WWH,true,true,NO,3
2001 Q2,03/01/2001,06/30/2001,ASSAULT,0-19,F,WWH,true,false,UNKNOWN,21
2019 Q2,03/01/2019,06/30/2019,BATTERY,20-29,F,WWH,false,true,NO,24
2013 Q1,01/01/2013,03/31/2013,BATTERY,0-19,M,BLK,true,true,NO,11
2015 Q1,01/01/2015,03/31/2015,ROBBERY,20-29,M,UNKNOWN,false,false,NO,15
2002 Q4,10/01/2002,12/31/2002,ASSAULT,20-29,F,UNKNOWN,false,false,UNKNOWN,1
2019 Q1,01/01/2019,03/31/2019,CRIMINAL SEXUAL ASSAULT,30-39,F,BLK,false,false,NO,9
2009 Q2,03/01/2009,06/30/2009,BATTERY,0-19,M,WWH,true,true,UNKNOWN,4
2001 Q2,03/01/2001,06/30/2001,BATTERY,0-19,M,WWH,false,true,UNKNOWN,7
2017 Q2,03/01/2017,06/30/2017,HOMICIDE,30-39,M,WWH,false,false,YES,4
2002 Q4,10/01/2002,12/31/2002,ASSAULT,40-49,M,I,false,false,UNKNOWN,1
2015 Q1,01/01/2015,03/31/2015,BATTERY,50-59,M,BLK,false,true,NO,29
2008 Q2,03/01/2008,06/30/2008,ASSAULT,20-29,F,WWH,false,true,UNKNOWN,15
2007 Q2,03/01/2007,06/30/2007,ASSAULT,30-39,M,WHI,false,false,UNKNOWN,58
1992 Q1,01/01/1992,03/31/1992,HOMICIDE,20-29,M,WWH,false,false,YES,7
2019 Q2,03/01/2019,06/30/2019,BATTERY,40-49,M,WHI,false,true,NO,4
2020 Q1,01/01/2020,03/31/2020,ASSAULT,40-49,M,WHI,false,false,NO,15
2007 Q1,01/01/2007,03/31/2007,HOMICIDE,20-29,M,BLK,false,false,NO,1
2005 Q3,07/01/2005,09/30/2005,ASSAULT,0-19,M,BLK,false,true,UNKNOWN,8
2005 Q4,10/01/2005,12/31/2005,HOMICIDE,40-49,M,BLK,false,true,NO,1
2021 Q1,01/01/2021,03/31/2021,ASSAULT,0-19,F,WWH,false,true,NO,3
2015 Q3,07/01/2015,09/30/2015,BATTERY,20-29,M,BLK,false,false,NO,91
2018 Q2,03/01/2018,06/30/2018,BATTERY,80+,M,BLK,false,true,NO,1
2011 Q4,10/01/2011,12/31/2011,CRIMINAL SEXUAL ASSAULT,20-29,M,BLK,false,false,NO,3
2014 Q3,07/01/2014,09/30/2014,ROBBERY,40-49,M,BLK,false,true,NO,1
2020 Q4,10/01/2020,12/31/2020,BATTERY,30-39,F,WWH,false,true,NO,18
2014 Q4,10/01/2014,12/31/2014,BATTERY,60-69,M,UNKNOWN,false,false,NO,1
2020 Q3,07/01/2020,09/30/2020,BATTERY,60-69,F,WWH,false,true,NO,3
2013 Q3,07/01/2013,09/30/2013,ASSAULT,20-29,M,I,false,false,NO,1
2004 Q4,10/01/2004,12/31/2004,BATTERY,40-49,M,BLK,false,false,UNKNOWN,148
2007 Q2,03/01/2007,06/30/2007,BATTERY,UNKNOWN,F,WWH,,false,UNKNOWN,1
2014 Q3,07/01/2014,09/30/2014,ASSAULT,UNKNOWN,M,BLK,,false,NO,1
2012 Q3,07/01/2012,09/30/2012,ASSAULT,50-59,F,BLK,false,false,NO,31
1999 Q1,01/01/1999,03/31/1999,HOMICIDE,40-49,M,BLK,false,true,NO,1
2005 Q4,10/01/2005,12/31/2005,BATTERY,80+,M,WHI,false,false,UNKNOWN,1
2007 Q4,10/01/2007,12/31/2007,HOMICIDE,0-19,M,BLK,false,false,YES,3
2004 Q2,03/01/2004,06/30/2004,ROBBERY,40-49,M,API,false,false,UNKNOWN,10
2020 Q4,10/01/2020,12/31/2020,ASSAULT,30-39,F,WBH,false,false,NO,2
2014 Q3,07/01/2014,09/30/2014,ASSAULT,0-19,F,BLK,true,false,NO,31
1991 Q1,01/01/1991,03/31/1991,HOMICIDE,50-59,M,BLK,false,true,NO,1
2014 Q1,01/01/2014,03/31/2014,BATTERY,40-49,M,UNKNOWN,false,true,NO,1
2013 Q3,07/01/2013,09/30/2013,ASSAULT,40-49,F,UNKNOWN,false,false,NO,2
2016 Q2,03/01/2016,06/30/2016,BATTERY,50-59,F,WWH,false,false,NO,1
2013 Q1,01/01/2013,03/31/2013,ASSAULT,30-39,F,UNKNOWN,false,true,NO,1
2014 Q3,07/01/2014,09/30/2014,BATTERY,30-39,M,UNKNOWN,false,false,NO,5
2014 Q1,01/01/2014,03/31/2014,ROBBERY,30-39,M,BLK,false,false,NO,118
2005 Q1,01/01/2005,03/31/2005,ASSAULT,UNKNOWN,F,UNKNOWN,,true,UNKNOWN,1
2006 Q3,07/01/2006,09/30/2006,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,BLK,,false,UNKNOWN,2
2015 Q4,10/01/2015,12/31/2015,BATTERY,70-79,M,BLK,false,false,NO,3
2019 Q4,10/01/2019,12/31/2019,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,false,true,NO,1
2012 Q1,01/01/2012,03/31/2012,ASSAULT,20-29,F,BLK,false,true,NO,94
2022 Q1,01/01/2022,03/31/2022,BATTERY,40-49,F,UNKNOWN,false,true,NO,2
2010 Q2,03/01/2010,06/30/2010,BATTERY,0-19,F,WWH,true,false,NO,25
2003 Q4,10/01/2003,12/31/2003,ASSAULT,30-39,F,BLK,false,false,UNKNOWN,85
2018 Q2,03/01/2018,06/30/2018,BATTERY,20-29,UNKNOWN,UNKNOWN,false,true,NO,2
2020 Q1,01/01/2020,03/31/2020,HOMICIDE,50-59,M,BLK,false,false,YES,1
2003 Q2,03/01/2003,06/30/2003,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,true,false,UNKNOWN,2
2010 Q3,07/01/2010,09/30/2010,ASSAULT,20-29,F,BLK,false,false,NO,120
2001 Q4,10/01/2001,12/31/2001,ASSAULT,40-49,F,BLK,false,false,UNKNOWN,69
2001 Q4,10/01/2001,12/31/2001,ROBBERY,0-19,M,BLK,true,true,UNKNOWN,2
2006 Q3,07/01/2006,09/30/2006,BATTERY,UNKNOWN,M,BLK,,false,UNKNOWN,13
2006 Q4,10/01/2006,12/31/2006,BATTERY,30-39,M,BLK,false,false,UNKNOWN,138
2011 Q3,07/01/2011,09/30/2011,ASSAULT,30-39,F,UNKNOWN,false,false,NO,4
2012 Q2,03/01/2012,06/30/2012,ROBBERY,30-39,M,WBH,false,false,NO,5
2020 Q3,07/01/2020,09/30/2020,ASSAULT,40-49,UNKNOWN,BLK,false,true,NO,1
1995 Q1,01/01/1995,03/31/1995,HOMICIDE,60-69,M,BLK,false,false,YES,2
2016 Q1,01/01/2016,03/31/2016,ASSAULT,0-19,F,BLK,true,true,NO,8
2021 Q1,01/01/2021,03/31/2021,ROBBERY,40-49,M,API,false,false,NO,18
2014 Q2,03/01/2014,06/30/2014,ASSAULT,20-29,F,WBH,false,true,NO,1
2016 Q1,01/01/2016,03/31/2016,BATTERY,30-39,M,UNKNOWN,false,true,NO,3
2020 Q1,01/01/2020,03/31/2020,ASSAULT,30-39,UNKNOWN,BLK,false,false,NO,2
2017 Q1,01/01/2017,03/31/2017,ROBBERY,50-59,M,UNKNOWN,false,false,NO,9
1997 Q2,03/01/1997,06/30/1997,HOMICIDE,20-29,F,BLK,false,false,NO,2
2006 Q2,03/01/2006,06/30/2006,ROBBERY,30-39,M,API,false,false,UNKNOWN,20
2006 Q3,07/01/2006,09/30/2006,BATTERY,20-29,M,API,false,false,UNKNOWN,4
2021 Q4,10/01/2021,12/31/2021,ROBBERY,20-29,M,BLK,false,true,NO,1
2013 Q1,01/01/2013,03/31/2013,ROBBERY,30-39,M,WBH,false,false,NO,2
2003 Q4,10/01/2003,12/31/2003,ASSAULT,40-49,M,WWH,false,true,UNKNOWN,3
2003 Q1,01/01/2003,03/31/2003,ASSAULT,60-69,M,WWH,false,false,UNKNOWN,3
2004 Q1,01/01/2004,03/31/2004,ASSAULT,40-49,M,WHI,false,false,UNKNOWN,30
2012 Q2,03/01/2012,06/30/2012,HOMICIDE,20-29,M,WWH,false,false,YES,9
2001 Q3,07/01/2001,09/30/2001,CRIMINAL SEXUAL ASSAULT,30-39,F,API,false,true,UNKNOWN,1
2018 Q1,01/01/2018,03/31/2018,ASSAULT,20-29,M,API,false,false,NO,9
2010 Q2,03/01/2010,06/30/2010,ROBBERY,0-19,M,UNKNOWN,true,false,NO,9
2011 Q2,03/01/2011,06/30/2011,ASSAULT,50-59,F,BLK,false,true,NO,15
2017 Q2,03/01/2017,06/30/2017,ASSAULT,0-19,F,BLK,true,true,NO,12
2003 Q2,03/01/2003,06/30/2003,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,,true,UNKNOWN,3
1992 Q1,01/01/1992,03/31/1992,HOMICIDE,40-49,M,WWH,false,true,NO,1
2014 Q3,07/01/2014,09/30/2014,ROBBERY,30-39,F,WWH,false,false,NO,24
2018 Q1,01/01/2018,03/31/2018,ROBBERY,40-49,UNKNOWN,UNKNOWN,false,false,NO,5
2009 Q2,03/01/2009,06/30/2009,ASSAULT,40-49,M,UNKNOWN,false,false,UNKNOWN,4
2003 Q3,07/01/2003,09/30/2003,BATTERY,40-49,F,WHI,false,true,UNKNOWN,5
2018 Q2,03/01/2018,06/30/2018,ROBBERY,0-19,M,UNKNOWN,false,false,NO,2
2006 Q2,03/01/2006,06/30/2006,ROBBERY,70-79,M,BLK,false,false,UNKNOWN,36
2005 Q1,01/01/2005,03/31/2005,ASSAULT,80+,M,BLK,false,false,UNKNOWN,1
1993 Q1,01/01/1993,03/31/1993,HOMICIDE,0-19,M,WWH,false,false,YES,4
2021 Q3,07/01/2021,09/30/2021,ASSAULT,0-19,M,BLK,false,true,NO,8
2021 Q2,03/01/2021,06/30/2021,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,,false,NO,15
2016 Q2,03/01/2016,06/30/2016,ROBBERY,50-59,M,UNKNOWN,false,false,NO,17
2007 Q3,07/01/2007,09/30/2007,ROBBERY,40-49,M,API,false,true,UNKNOWN,1
2015 Q4,10/01/2015,12/31/2015,ASSAULT,50-59,M,WHI,false,true,NO,1
2004 Q4,10/01/2004,12/31/2004,ASSAULT,60-69,M,WHI,false,true,UNKNOWN,2
2016 Q1,01/01/2016,03/31/2016,CRIMINAL SEXUAL ASSAULT,50-59,F,WHI,false,false,NO,2
2016 Q4,10/01/2016,12/31/2016,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,,false,NO,148
2003 Q4,10/01/2003,12/31/2003,BATTERY,40-49,M,WBH,false,false,UNKNOWN,1
2015 Q1,01/01/2015,03/31/2015,ROBBERY,0-19,M,WHI,false,false,NO,4
1994 Q1,01/01/1994,03/31/1994,HOMICIDE,0-19,M,WHI,true,false,YES,1
2001 Q1,01/01/2001,03/31/2001,ASSAULT,0-19,UNKNOWN,UNKNOWN,true,false,UNKNOWN,1
2002 Q4,10/01/2002,12/31/2002,ROBBERY,70-79,F,WHI,false,false,UNKNOWN,16
2003 Q1,01/01/2003,03/31/2003,ASSAULT,UNKNOWN,M,WWH,,false,UNKNOWN,2
2013 Q4,10/01/2013,12/31/2013,ROBBERY,40-49,F,WHI,false,false,NO,14
2004 Q3,07/01/2004,09/30/2004,BATTERY,60-69,F,WWH,false,true,UNKNOWN,1
2010 Q4,10/01/2010,12/31/2010,ASSAULT,30-39,F,API,false,false,NO,1
2016 Q4,10/01/2016,12/31/2016,HOMICIDE,30-39,M,WWH,false,false,YES,8
2002 Q3,07/01/2002,09/30/2002,BATTERY,80+,F,BLK,false,true,UNKNOWN,5
2019 Q3,07/01/2019,09/30/2019,CRIMINAL SEXUAL ASSAULT,30-39,M,WWH,false,false,NO,1
2020 Q2,03/01/2020,06/30/2020,ROBBERY,40-49,M,API,false,false,NO,13
2003 Q4,10/01/2003,12/31/2003,ROBBERY,0-19,F,WWH,true,false,UNKNOWN,18
2002 Q4,10/01/2002,12/31/2002,ASSAULT,0-19,F,WHI,false,false,UNKNOWN,2
2016 Q2,03/01/2016,06/30/2016,BATTERY,20-29,M,WWH,false,false,YES,66
2015 Q1,01/01/2015,03/31/2015,BATTERY,20-29,F,WWH,false,false,NO,14
2020 Q3,07/01/2020,09/30/2020,HOMICIDE,80+,F,BLK,false,true,NO,1
2005 Q1,01/01/2005,03/31/2005,ASSAULT,0-19,F,WWH,false,true,UNKNOWN,2
2014 Q4,10/01/2014,12/31/2014,ROBBERY,60-69,F,WWH,false,false,NO,7
2004 Q2,03/01/2004,06/30/2004,HOMICIDE,40-49,M,WWH,false,false,YES,1
2018 Q3,07/01/2018,09/30/2018,BATTERY,40-49,UNKNOWN,BLK,false,false,NO,1
2021 Q4,10/01/2021,12/31/2021,BATTERY,80+,M,WHI,false,false,NO,1
1991 Q2,03/01/1991,06/30/1991,HOMICIDE,0-19,M,WWH,true,false,YES,3
2012 Q1,01/01/2012,03/31/2012,ASSAULT,50-59,M,WWH,false,false,NO,11
2020 Q1,01/01/2020,03/31/2020,BATTERY,60-69,M,BLK,false,true,NO,27
2019 Q1,01/01/2019,03/31/2019,BATTERY,20-29,UNKNOWN,UNKNOWN,false,true,NO,1
2018 Q4,10/01/2018,12/31/2018,HOMICIDE,30-39,M,WWH,false,false,NO,1
2012 Q1,01/01/2012,03/31/2012,BATTERY,50-59,M,WBH,false,true,NO,2
2014 Q1,01/01/2014,03/31/2014,ASSAULT,0-19,M,WWH,true,false,NO,11
2019 Q2,03/01/2019,06/30/2019,ASSAULT,60-69,M,BLK,false,false,NO,25
2020 Q2,03/01/2020,06/30/2020,ASSAULT,20-29,UNKNOWN,UNKNOWN,false,false,NO,6
2012 Q4,10/01/2012,12/31/2012,BATTERY,20-29,F,WHI,false,true,NO,8
2010 Q4,10/01/2010,12/31/2010,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,,true,NO,6
2010 Q2,03/01/2010,06/30/2010,ASSAULT,40-49,F,UNKNOWN,false,true,NO,1
2006 Q2,03/01/2006,06/30/2006,ASSAULT,0-19,M,BLK,false,false,UNKNOWN,35
2008 Q3,07/01/2008,09/30/2008,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,,false,UNKNOWN,40
2005 Q4,10/01/2005,12/31/2005,ROBBERY,50-59,F,WWH,false,false,UNKNOWN,23
2002 Q3,07/01/2002,09/30/2002,BATTERY,0-19,M,WWH,false,false,UNKNOWN,120
2002 Q3,07/01/2002,09/30/2002,ROBBERY,20-29,F,WHI,false,false,UNKNOWN,134
2021 Q2,03/01/2021,06/30/2021,BATTERY,0-19,M,WWH,false,false,YES,12
2020 Q2,03/01/2020,06/30/2020,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,,true,NO,1
2004 Q4,10/01/2004,12/31/2004,BATTERY,30-39,F,WWH,false,true,UNKNOWN,8
2007 Q1,01/01/2007,03/31/2007,ROBBERY,30-39,M,API,false,false,UNKNOWN,10
2015 Q1,01/01/2015,03/31/2015,ASSAULT,20-29,F,WBH,false,true,NO,1
2002 Q1,01/01/2002,03/31/2002,ROBBERY,50-59,F,WHI,false,true,UNKNOWN,2
2014 Q1,01/01/2014,03/31/2014,ASSAULT,UNKNOWN,F,WWH,,false,NO,1
2013 Q3,07/01/2013,09/30/2013,BATTERY,0-19,F,WWH,true,true,NO,1
2016 Q2,03/01/2016,06/30/2016,ROBBERY,80+,M,WHI,false,false,NO,3
2016 Q2,03/01/2016,06/30/2016,BATTERY,20-29,M,BLK,false,true,NO,74
2012 Q3,07/01/2012,09/30/2012,BATTERY,20-29,M,WBH,false,false,NO,1
2007 Q2,03/01/2007,06/30/2007,ROBBERY,UNKNOWN,M,UNKNOWN,,false,UNKNOWN,2
2012 Q4,10/01/2012,12/31/2012,ROBBERY,80+,F,BLK,false,false,NO,4
2021 Q2,03/01/2021,06/30/2021,ASSAULT,30-39,UNKNOWN,BLK,false,false,NO,1
2004 Q3,07/01/2004,09/30/2004,ASSAULT,30-39,M,WHI,false,true,UNKNOWN,3
2016 Q1,01/01/2016,03/31/2016,ASSAULT,60-69,UNKNOWN,UNKNOWN,false,false,NO,1
2017 Q1,01/01/2017,03/31/2017,ROBBERY,0-19,UNKNOWN,BLK,false,false,NO,1
2003 Q1,01/01/2003,03/31/2003,BATTERY,30-39,F,WHI,false,false,UNKNOWN,9
2012 Q3,07/01/2012,09/30/2012,ASSAULT,20-29,M,WWH,false,true,NO,6
2008 Q2,03/01/2008,06/30/2008,ASSAULT,50-59,M,BLK,false,false,UNKNOWN,54
2017 Q2,03/01/2017,06/30/2017,ROBBERY,40-49,M,BLK,false,false,NO,129
1999 Q1,01/01/1999,03/31/1999,HOMICIDE,50-59,F,WHI,false,false,NO,1
2014 Q4,10/01/2014,12/31/2014,ROBBERY,0-19,M,API,false,false,NO,2
2007 Q3,07/01/2007,09/30/2007,ASSAULT,50-59,F,WWH,false,true,UNKNOWN,2
2017 Q1,01/01/2017,03/31/2017,BATTERY,0-19,F,WWH,false,true,NO,1
2005 Q2,03/01/2005,06/30/2005,BATTERY,0-19,F,BLK,true,true,UNKNOWN,40
2006 Q1,01/01/2006,03/31/2006,BATTERY,0-19,M,WWH,true,false,UNKNOWN,78
2014 Q3,07/01/2014,09/30/2014,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,false,false,NO,5
