TIME_PERIOD,TIME_PERIOD_START,TIME_PERIOD_END,PRIMARY_TYPE,AGE,SEX,RACE,JUVENILE_I,DOMESTIC_I,GUNSHOT_INJURY_I,NUMBER_OF_VICTIMS
2014 Q1,01/01/2014,03/31/2014,ROBBERY,30-39,M,WHI,False,False,NO,40.0
2019 Q3,07/01/2019,09/30/2019,HOMICIDE,0-19,M,BLK,False,False,YES,9.0
2020 Q1,01/01/2020,03/31/2020,ASSAULT,40-49,M,BLK,False,False,NO,52.0
2014 Q4,10/01/2014,12/31/2014,BATTERY,0-19,M,WWH,True,False,NO,26.0
2023 Q2,03/01/2023,06/30/2023,BATTERY,30-39,M,WBH,False,True,NO,3.0
2014 Q3,07/01/2014,09/30/2014,ASSAULT,0-19,F,WHI,True,False,NO,2.0
2008 Q1,01/01/2008,03/31/2008,HOMICIDE,20-29,M,BLK,False,False,NO,1.0
2018 Q1,01/01/2018,03/31/2018,CRIMINAL SEXUAL ASSAULT,60-69,F,BLK,False,True,NO,1.0
2011 Q2,03/01/2011,06/30/2011,BATTERY,70-79,F,BLK,False,False,NO,3.0
2013 Q4,10/01/2013,12/31/2013,HOMICIDE,30-39,M,BLK,False,False,YES,12.0
2018 Q2,03/01/2018,06/30/2018,ROBBERY,20-29,M,BLK,False,False,NO,213.0
2011 Q4,10/01/2011,12/31/2011,ROBBERY,70-79,F,API,False,False,NO,2.0
2000 Q3,07/01/2000,09/30/2000,HOMICIDE,30-39,M,BLK,False,False,NO,3.0
2016 Q1,01/01/2016,03/31/2016,BATTERY,0-19,M,WHI,False,False,NO,1.0
2013 Q2,03/01/2013,06/30/2013,ASSAULT,30-39,F,BLK,False,False,NO,50.0
2014 Q3,07/01/2014,09/30/2014,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,False,False,NO,8.0
2015 Q2,03/01/2015,06/30/2015,ROBBERY,20-29,M,BLK,False,True,NO,4.0
2017 Q3,07/01/2017,09/30/2017,ASSAULT,60-69,M,WHI,False,False,NO,8.0
2013 Q1,01/01/2013,03/31/2013,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,False,True,NO,1.0
2019 Q3,07/01/2019,09/30/2019,ASSAULT,0-19,F,WHI,True,True,NO,1.0
2020 Q2,03/01/2020,06/30/2020,ROBBERY,60-69,F,WWH,False,False,NO,1.0
2015 Q3,07/01/2015,09/30/2015,CRIMINAL SEXUAL ASSAULT,80+,F,BLK,False,False,NO,1.0
2018 Q3,07/01/2018,09/30/2018,ROBBERY,80+,M,BLK,False,False,NO,8.0
2019 Q3,07/01/2019,09/30/2019,ROBBERY,40-49,M,WHI,False,False,NO,27.0
2015 Q4,10/01/2015,12/31/2015,BATTERY,20-29,M,API,False,True,NO,1.0
2010 Q4,10/01/2010,12/31/2010,BATTERY,40-49,F,WHI,False,False,NO,3.0
2014 Q4,10/01/2014,12/31/2014,ROBBERY,40-49,M,API,False,False,NO,6.0
2018 Q1,01/01/2018,03/31/2018,BATTERY,50-59,M,WHI,False,False,NO,7.0
2010 Q1,01/01/2010,03/31/2010,BATTERY,60-69,F,WHI,False,True,NO,1.0
2008 Q2,03/01/2008,06/30/2008,HOMICIDE,60-69,M,BLK,False,False,NO,1.0
2011 Q3,07/01/2011,09/30/2011,ROBBERY,20-29,M,WBH,False,False,NO,2.0
2012 Q2,03/01/2012,06/30/2012,HOMICIDE,0-19,M,WWH,True,False,YES,3.0
2014 Q2,03/01/2014,06/30/2014,BATTERY,40-49,M,BLK,False,False,NO,50.0
2018 Q4,10/01/2018,12/31/2018,BATTERY,20-29,F,WBH,False,False,NO,2.0
2012 Q1,01/01/2012,03/31/2012,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,True,False,NO,1.0
2017 Q3,07/01/2017,09/30/2017,BATTERY,30-39,F,WWH,False,False,NO,10.0
2011 Q4,10/01/2011,12/31/2011,ROBBERY,20-29,F,WHI,False,True,NO,1.0
2017 Q4,10/01/2017,12/31/2017,ASSAULT,30-39,M,WHI,False,False,NO,25.0
2010 Q3,07/01/2010,09/30/2010,ASSAULT,40-49,M,WWH,False,False,NO,28.0
2011 Q3,07/01/2011,09/30/2011,ASSAULT,0-19,F,WHI,False,True,NO,2.0
2015 Q4,10/01/2015,12/31/2015,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,False,True,NO,1.0
2004 Q1,01/01/2004,03/31/2004,HOMICIDE,40-49,M,WWH,False,False,YES,2.0
2017 Q3,07/01/2017,09/30/2017,ASSAULT,30-39,F,WBH,False,True,NO,1.0
2022 Q1,01/01/2022,03/31/2022,HOMICIDE,30-39,F,WWH,False,True,YES,2.0
2012 Q1,01/01/2012,03/31/2012,ROBBERY,0-19,F,API,False,False,NO,1.0
2012 Q2,03/01/2012,06/30/2012,ASSAULT,40-49,M,I,False,False,NO,1.0
1998 Q1,01/01/1998,03/31/1998,HOMICIDE,30-39,F,WWH,False,False,NO,1.0
2013 Q4,10/01/2013,12/31/2013,CRIMINAL SEXUAL ASSAULT,30-39,F,WWH,False,False,NO,6.0
2018 Q4,10/01/2018,12/31/2018,ASSAULT,20-29,F,WWH,False,True,NO,13.0
2014 Q3,07/01/2014,09/30/2014,HOMICIDE,40-49,F,BLK,False,False,NO,1.0
2021 Q2,03/01/2021,06/30/2021,ASSAULT,40-49,M,WBH,False,False,NO,4.0
2021 Q2,03/01/2021,06/30/2021,HOMICIDE,0-19,F,BLK,True,False,YES,1.0
2018 Q1,01/01/2018,03/31/2018,ROBBERY,0-19,F,WWH,True,True,NO,2.0
1994 Q3,07/01/1994,09/30/1994,HOMICIDE,20-29,M,WWH,False,False,NO,2.0
2018 Q4,10/01/2018,12/31/2018,ASSAULT,60-69,M,WWH,False,True,NO,1.0
2016 Q4,10/01/2016,12/31/2016,BATTERY,0-19,F,WBH,True,True,NO,1.0
2010 Q4,10/01/2010,12/31/2010,NON-FATAL,30-39,M,BLK,False,False,YES,1.0
2016 Q1,01/01/2016,03/31/2016,ROBBERY,60-69,M,WWH,False,False,NO,15.0
2010 Q1,01/01/2010,03/31/2010,BATTERY,20-29,M,WHI,False,True,NO,6.0
2011 Q1,01/01/2011,03/31/2011,ROBBERY,40-49,M,WHI,False,False,NO,47.0
2017 Q3,07/01/2017,09/30/2017,BATTERY,70-79,M,WWH,False,False,NO,3.0
2013 Q3,07/01/2013,09/30/2013,CRIMINAL SEXUAL ASSAULT,20-29,M,WWH,False,False,NO,1.0
2012 Q1,01/01/2012,03/31/2012,ASSAULT,30-39,M,API,False,False,NO,3.0
2014 Q4,10/01/2014,12/31/2014,CRIMINAL SEXUAL ASSAULT,50-59,M,WHI,False,False,NO,1.0
2017 Q3,07/01/2017,09/30/2017,ASSAULT,20-29,F,WHI,False,False,NO,10.0
1996 Q3,07/01/1996,09/30/1996,HOMICIDE,0-19,M,WWH,True,False,YES,4.0
2010 Q2,03/01/2010,06/30/2010,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,False,False,NO,6.0
2013 Q2,03/01/2013,06/30/2013,ROBBERY,0-19,M,BLK,False,False,NO,87.0
2018 Q3,07/01/2018,09/30/2018,ASSAULT,30-39,M,WWH,False,True,NO,9.0
2010 Q1,01/01/2010,03/31/2010,ROBBERY,0-19,F,WWH,False,True,NO,1.0
2017 Q4,10/01/2017,12/31/2017,BATTERY,20-29,M,WWH,False,False,NO,41.0
2016 Q2,03/01/2016,06/30/2016,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,False,True,NO,4.0
2009 Q4,10/01/2009,12/31/2009,HOMICIDE,0-19,F,BLK,True,True,NO,2.0
2010 Q1,01/01/2010,03/31/2010,ROBBERY,80+,M,BLK,False,False,NO,5.0
2016 Q4,10/01/2016,12/31/2016,ROBBERY,40-49,M,WWH,False,True,NO,1.0
2017 Q1,01/01/2017,03/31/2017,ASSAULT,50-59,F,WHI,False,True,NO,2.0
2019 Q1,01/01/2019,03/31/2019,ROBBERY,20-29,M,WBH,False,False,NO,6.0
2021 Q2,03/01/2021,06/30/2021,BATTERY,40-49,M,WWH,False,True,NO,8.0
2018 Q1,01/01/2018,03/31/2018,ASSAULT,40-49,M,WWH,False,False,NO,20.0
2019 Q4,10/01/2019,12/31/2019,ROBBERY,50-59,F,WHI,False,False,NO,19.0
2018 Q3,07/01/2018,09/30/2018,BATTERY,30-39,M,WBH,False,False,NO,2.0
2018 Q4,10/01/2018,12/31/2018,BATTERY,30-39,F,WHI,False,True,NO,9.0
1995 Q4,10/01/1995,12/31/1995,HOMICIDE,20-29,F,BLK,False,True,NO,1.0
2012 Q3,07/01/2012,09/30/2012,ROBBERY,0-19,F,API,True,False,NO,3.0
2011 Q4,10/01/2011,12/31/2011,ROBBERY,30-39,F,WBH,False,False,NO,2.0
2020 Q2,03/01/2020,06/30/2020,ROBBERY,30-39,M,BLK,False,False,NO,141.0
2011 Q3,07/01/2011,09/30/2011,ROBBERY,60-69,F,WBH,False,False,NO,1.0
2017 Q4,10/01/2017,12/31/2017,ROBBERY,0-19,F,WHI,False,False,NO,8.0
2014 Q3,07/01/2014,09/30/2014,ROBBERY,50-59,F,API,False,False,NO,1.0
2012 Q2,03/01/2012,06/30/2012,HOMICIDE,40-49,F,WHI,False,False,YES,1.0
2017 Q4,10/01/2017,12/31/2017,ASSAULT,70-79,F,WHI,False,False,NO,2.0
2013 Q2,03/01/2013,06/30/2013,ASSAULT,70-79,M,BLK,False,False,NO,1.0
2016 Q3,07/01/2016,09/30/2016,BATTERY,0-19,M,WHI,True,False,NO,2.0
2020 Q2,03/01/2020,06/30/2020,ROBBERY,20-29,M,WWH,False,False,NO,72.0
2010 Q3,07/01/2010,09/30/2010,BATTERY,50-59,M,WHI,False,False,NO,22.0
2016 Q4,10/01/2016,12/31/2016,ASSAULT,0-19,F,WWH,True,False,NO,8.0
2021 Q1,01/01/2021,03/31/2021,HOMICIDE,40-49,F,BLK,False,False,YES,2.0
2022 Q3,07/01/2022,09/30/2022,BATTERY,50-59,M,WHI,False,False,YES,2.0
2015 Q1,01/01/2015,03/31/2015,BATTERY,40-49,F,API,False,False,NO,1.0
2020 Q1,01/01/2020,03/31/2020,CRIMINAL SEXUAL ASSAULT,60-69,F,WWH,False,True,NO,2.0
2018 Q3,07/01/2018,09/30/2018,HOMICIDE,40-49,F,BLK,False,False,YES,1.0
2010 Q4,10/01/2010,12/31/2010,ASSAULT,40-49,M,WHI,False,True,NO,3.0
2015 Q3,07/01/2015,09/30/2015,ROBBERY,0-19,F,API,False,False,NO,2.0
2012 Q2,03/01/2012,06/30/2012,ROBBERY,50-59,M,BLK,False,False,NO,173.0
1995 Q2,03/01/1995,06/30/1995,HOMICIDE,40-49,M,BLK,False,False,YES,8.0
2000 Q3,07/01/2000,09/30/2000,HOMICIDE,30-39,M,WWH,False,False,YES,6.0
2005 Q4,10/01/2005,12/31/2005,HOMICIDE,20-29,M,WWH,False,False,NO,1.0
2011 Q4,10/01/2011,12/31/2011,ROBBERY,70-79,F,WWH,False,False,NO,2.0
2018 Q3,07/01/2018,09/30/2018,BATTERY,70-79,M,WWH,False,False,NO,2.0
1997 Q3,07/01/1997,09/30/1997,HOMICIDE,50-59,M,WHI,False,True,YES,1.0
2017 Q4,10/01/2017,12/31/2017,BATTERY,30-39,F,WHI,False,True,NO,10.0
2017 Q3,07/01/2017,09/30/2017,ASSAULT,30-39,M,WWH,False,True,NO,4.0
2018 Q4,10/01/2018,12/31/2018,ASSAULT,70-79,F,WHI,False,False,NO,1.0
2017 Q1,01/01/2017,03/31/2017,ASSAULT,40-49,M,WWH,False,False,NO,28.0
2019 Q4,10/01/2019,12/31/2019,ASSAULT,0-19,F,WWH,True,False,NO,17.0
2011 Q4,10/01/2011,12/31/2011,ASSAULT,0-19,F,WWH,False,False,NO,1.0
2018 Q1,01/01/2018,03/31/2018,ASSAULT,50-59,F,WHI,False,True,NO,1.0
2018 Q4,10/01/2018,12/31/2018,ROBBERY,0-19,F,WHI,False,False,NO,2.0
1999 Q4,10/01/1999,12/31/1999,HOMICIDE,20-29,M,WWH,False,False,NO,1.0
2011 Q3,07/01/2011,09/30/2011,BATTERY,0-19,M,WHI,False,False,NO,5.0
2010 Q3,07/01/2010,09/30/2010,BATTERY,40-49,F,WWH,False,True,NO,5.0
1995 Q4,10/01/1995,12/31/1995,HOMICIDE,50-59,M,WHI,False,False,YES,1.0
2017 Q1,01/01/2017,03/31/2017,BATTERY,40-49,M,WBH,False,True,NO,1.0
2010 Q4,10/01/2010,12/31/2010,ROBBERY,0-19,F,WHI,True,False,NO,4.0
2018 Q4,10/01/2018,12/31/2018,BATTERY,20-29,M,WWH,False,False,NO,22.0
2014 Q4,10/01/2014,12/31/2014,BATTERY,0-19,M,API,True,False,NO,1.0
2019 Q1,01/01/2019,03/31/2019,ROBBERY,60-69,M,WWH,False,False,NO,11.0
2011 Q2,03/01/2011,06/30/2011,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,False,False,NO,28.0
2019 Q2,03/01/2019,06/30/2019,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,False,True,NO,3.0
2012 Q1,01/01/2012,03/31/2012,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,True,False,NO,5.0
1995 Q3,07/01/1995,09/30/1995,HOMICIDE,50-59,M,API,False,False,YES,2.0
2010 Q3,07/01/2010,09/30/2010,HOMICIDE,50-59,F,WHI,False,True,NO,1.0
1996 Q1,01/01/1996,03/31/1996,HOMICIDE,20-29,M,BLK,False,True,NO,3.0
2015 Q3,07/01/2015,09/30/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,True,False,NO,1.0
2020 Q3,07/01/2020,09/30/2020,CRIMINAL SEXUAL ASSAULT,20-29,F,I,False,False,NO,1.0
2010 Q1,01/01/2010,03/31/2010,ASSAULT,60-69,M,WHI,False,False,NO,6.0
2013 Q2,03/01/2013,06/30/2013,BATTERY,30-39,M,BLK,False,True,NO,60.0
1991 Q2,03/01/1991,06/30/1991,HOMICIDE,20-29,M,WHI,False,True,NO,1.0
2017 Q4,10/01/2017,12/31/2017,ASSAULT,60-69,M,WWH,False,True,NO,1.0
2015 Q4,10/01/2015,12/31/2015,ASSAULT,20-29,F,API,False,False,NO,1.0
2018 Q3,07/01/2018,09/30/2018,ASSAULT,20-29,F,WHI,False,False,NO,12.0
2018 Q4,10/01/2018,12/31/2018,ASSAULT,20-29,M,WBH,False,True,NO,1.0
2016 Q1,01/01/2016,03/31/2016,ROBBERY,20-29,M,WBH,False,False,NO,5.0
2021 Q3,07/01/2021,09/30/2021,CRIMINAL SEXUAL ASSAULT,50-59,M,BLK,False,False,NO,1.0
2004 Q1,01/01/2004,03/31/2004,HOMICIDE,30-39,M,WHI,False,False,NO,1.0
1993 Q3,07/01/1993,09/30/1993,HOMICIDE,20-29,F,BLK,False,True,YES,2.0
2016 Q4,10/01/2016,12/31/2016,ROBBERY,50-59,F,WHI,False,False,NO,14.0
2021 Q3,07/01/2021,09/30/2021,BATTERY,40-49,F,BLK,False,False,YES,14.0
2017 Q1,01/01/2017,03/31/2017,ROBBERY,0-19,F,WWH,True,True,NO,1.0
2013 Q1,01/01/2013,03/31/2013,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,False,False,NO,2.0
2019 Q3,07/01/2019,09/30/2019,BATTERY,0-19,M,WHI,True,False,NO,2.0
2017 Q3,07/01/2017,09/30/2017,BATTERY,60-69,F,WHI,False,True,NO,3.0
2016 Q2,03/01/2016,06/30/2016,HOMICIDE,20-29,F,BLK,False,False,YES,3.0
2012 Q4,10/01/2012,12/31/2012,BATTERY,50-59,M,API,False,False,NO,1.0
2021 Q2,03/01/2021,06/30/2021,BATTERY,50-59,F,WHI,False,False,NO,1.0
2010 Q1,01/01/2010,03/31/2010,BATTERY,30-39,F,WWH,False,False,NO,4.0
2014 Q2,03/01/2014,06/30/2014,ROBBERY,0-19,M,BLK,True,False,NO,183.0
2014 Q2,03/01/2014,06/30/2014,ASSAULT,40-49,F,BLK,False,True,NO,23.0
2011 Q3,07/01/2011,09/30/2011,ROBBERY,20-29,F,WWH,False,False,NO,78.0
2016 Q2,03/01/2016,06/30/2016,BATTERY,20-29,M,WWH,False,False,NO,40.0
2020 Q1,01/01/2020,03/31/2020,ASSAULT,30-39,F,WHI,False,False,NO,8.0
1999 Q3,07/01/1999,09/30/1999,HOMICIDE,40-49,M,WWH,False,False,YES,1.0
2013 Q3,07/01/2013,09/30/2013,BATTERY,0-19,F,BLK,True,False,NO,41.0
2019 Q2,03/01/2019,06/30/2019,BATTERY,30-39,F,WHI,False,True,NO,8.0
2014 Q1,01/01/2014,03/31/2014,ASSAULT,0-19,M,BLK,True,True,NO,5.0
2015 Q3,07/01/2015,09/30/2015,BATTERY,50-59,F,BLK,False,False,NO,16.0
2005 Q3,07/01/2005,09/30/2005,HOMICIDE,20-29,M,BLK,False,False,YES,32.0
2016 Q2,03/01/2016,06/30/2016,ROBBERY,0-19,F,WHI,False,False,NO,11.0
2012 Q4,10/01/2012,12/31/2012,ASSAULT,70-79,M,BLK,False,False,NO,1.0
2019 Q2,03/01/2019,06/30/2019,ASSAULT,60-69,M,WWH,False,True,NO,1.0
2014 Q1,01/01/2014,03/31/2014,ROBBERY,40-49,F,BLK,False,False,NO,38.0
2011 Q1,01/01/2011,03/31/2011,BATTERY,80+,M,API,False,False,NO,1.0
2018 Q2,03/01/2018,06/30/2018,BATTERY,30-39,F,BLK,False,False,YES,10.0
2021 Q3,07/01/2021,09/30/2021,ASSAULT,80+,F,BLK,False,True,NO,1.0
2020 Q1,01/01/2020,03/31/2020,BATTERY,60-69,M,WWH,False,False,NO,4.0
2020 Q3,07/01/2020,09/30/2020,ASSAULT,40-49,F,WHI,False,True,NO,2.0
2017 Q2,03/01/2017,06/30/2017,ROBBERY,40-49,M,WWH,False,True,NO,1.0
2019 Q1,01/01/2019,03/31/2019,CRIMINAL SEXUAL ASSAULT,40-49,M,BLK,False,False,NO,1.0
2001 Q4,10/01/2001,12/31/2001,HOMICIDE,30-39,M,WHI,False,False,YES,1.0
2010 Q2,03/01/2010,06/30/2010,ROBBERY,30-39,F,WBH,False,False,NO,3.0
2017 Q2,03/01/2017,06/30/2017,ASSAULT,0-19,F,WWH,True,False,NO,11.0
2012 Q1,01/01/2012,03/31/2012,HOMICIDE,0-19,M,WWH,True,False,YES,2.0
2020 Q1,01/01/2020,03/31/2020,ASSAULT,40-49,F,BLK,False,True,NO,23.0
2014 Q4,10/01/2014,12/31/2014,BATTERY,0-19,F,WWH,True,True,NO,4.0
2010 Q1,01/01/2010,03/31/2010,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,False,True,NO,1.0
2018 Q4,10/01/2018,12/31/2018,BATTERY,20-29,F,API,False,True,NO,1.0
2011 Q4,10/01/2011,12/31/2011,ASSAULT,0-19,M,API,False,True,NO,1.0
2012 Q1,01/01/2012,03/31/2012,ASSAULT,20-29,M,WHI,False,False,NO,21.0
1998 Q4,10/01/1998,12/31/1998,HOMICIDE,30-39,M,BLK,False,False,NO,2.0
2015 Q3,07/01/2015,09/30/2015,ROBBERY,80+,F,BLK,False,False,NO,1.0
2013 Q4,10/01/2013,12/31/2013,ROBBERY,30-39,F,WWH,False,False,NO,30.0
2012 Q3,07/01/2012,09/30/2012,ASSAULT,50-59,M,WHI,False,True,NO,1.0
2018 Q2,03/01/2018,06/30/2018,BATTERY,80+,F,WHI,False,False,NO,2.0
2011 Q2,03/01/2011,06/30/2011,ROBBERY,60-69,F,I,False,False,NO,1.0
2021 Q1,01/01/2021,03/31/2021,ASSAULT,80+,F,WHI,False,True,NO,1.0
2021 Q3,07/01/2021,09/30/2021,HOMICIDE,0-19,M,WWH,False,False,YES,6.0
2015 Q4,10/01/2015,12/31/2015,BATTERY,20-29,M,WBH,False,False,NO,3.0
2008 Q3,07/01/2008,09/30/2008,HOMICIDE,30-39,F,WWH,False,False,YES,1.0
2022 Q4,10/01/2022,12/31/2022,BATTERY,60-69,M,WWH,False,False,NO,11.0
2017 Q3,07/01/2017,09/30/2017,ASSAULT,30-39,F,API,False,False,NO,1.0
2014 Q3,07/01/2014,09/30/2014,ROBBERY,40-49,F,WHI,False,False,NO,17.0
2014 Q1,01/01/2014,03/31/2014,HOMICIDE,0-19,F,BLK,True,True,NO,1.0
2019 Q2,03/01/2019,06/30/2019,BATTERY,40-49,F,BLK,False,False,NO,28.0
2015 Q4,10/01/2015,12/31/2015,ASSAULT,20-29,M,WWH,False,True,NO,2.0
2018 Q1,01/01/2018,03/31/2018,ASSAULT,20-29,F,BLK,False,True,NO,101.0
2004 Q1,01/01/2004,03/31/2004,HOMICIDE,0-19,M,BLK,True,False,NO,1.0
2017 Q4,10/01/2017,12/31/2017,ROBBERY,50-59,M,I,False,False,NO,3.0
2005 Q3,07/01/2005,09/30/2005,HOMICIDE,30-39,F,WWH,False,False,YES,1.0
2023 Q1,01/01/2023,03/31/2023,BATTERY,70-79,M,WWH,False,True,NO,1.0
2016 Q3,07/01/2016,09/30/2016,ASSAULT,0-19,F,BLK,False,False,NO,17.0
2019 Q4,10/01/2019,12/31/2019,ROBBERY,0-19,M,I,False,False,NO,1.0
2011 Q2,03/01/2011,06/30/2011,ASSAULT,50-59,M,API,False,False,NO,1.0
2016 Q3,07/01/2016,09/30/2016,ROBBERY,70-79,F,BLK,False,False,NO,7.0
2015 Q1,01/01/2015,03/31/2015,CRIMINAL SEXUAL ASSAULT,40-49,F,WWH,False,True,NO,2.0
2020 Q1,01/01/2020,03/31/2020,BATTERY,60-69,F,API,False,False,NO,1.0
2012 Q2,03/01/2012,06/30/2012,BATTERY,0-19,F,WWH,False,False,NO,3.0
2021 Q2,03/01/2021,06/30/2021,BATTERY,20-29,F,BLK,False,False,NO,64.0
2011 Q1,01/01/2011,03/31/2011,BATTERY,0-19,M,BLK,False,True,NO,8.0
2020 Q4,10/01/2020,12/31/2020,BATTERY,40-49,F,API,False,True,NO,1.0
2017 Q2,03/01/2017,06/30/2017,ASSAULT,0-19,M,API,True,False,NO,1.0
2013 Q2,03/01/2013,06/30/2013,BATTERY,40-49,M,WHI,False,True,NO,3.0
2014 Q2,03/01/2014,06/30/2014,ASSAULT,30-39,F,WHI,False,True,NO,1.0
2006 Q4,10/01/2006,12/31/2006,HOMICIDE,40-49,M,WHI,False,False,YES,1.0
2014 Q2,03/01/2014,06/30/2014,BATTERY,60-69,M,WWH,False,True,NO,1.0
2012 Q2,03/01/2012,06/30/2012,ROBBERY,20-29,M,WHI,False,False,NO,198.0
2019 Q1,01/01/2019,03/31/2019,BATTERY,0-19,M,BLK,True,True,NO,7.0
2020 Q2,03/01/2020,06/30/2020,ASSAULT,0-19,M,BLK,True,False,NO,32.0
1997 Q1,01/01/1997,03/31/1997,HOMICIDE,20-29,M,WWH,False,True,NO,1.0
2016 Q4,10/01/2016,12/31/2016,BATTERY,0-19,M,BLK,False,False,YES,74.0
2018 Q3,07/01/2018,09/30/2018,ASSAULT,50-59,F,BLK,False,False,NO,41.0
1993 Q1,01/01/1993,03/31/1993,HOMICIDE,40-49,M,WWH,False,False,YES,1.0
2017 Q4,10/01/2017,12/31/2017,BATTERY,40-49,F,BLK,False,True,NO,33.0
2013 Q1,01/01/2013,03/31/2013,CRIMINAL SEXUAL ASSAULT,30-39,F,BLK,False,False,NO,16.0
2019 Q4,10/01/2019,12/31/2019,HOMICIDE,40-49,M,WWH,False,False,YES,3.0
2014 Q1,01/01/2014,03/31/2014,CRIMINAL SEXUAL ASSAULT,0-19,M,WHI,True,True,NO,2.0
2020 Q2,03/01/2020,06/30/2020,ROBBERY,40-49,F,BLK,False,True,NO,4.0
2010 Q4,10/01/2010,12/31/2010,ASSAULT,30-39,M,BLK,False,True,NO,35.0
2017 Q1,01/01/2017,03/31/2017,BATTERY,60-69,F,BLK,False,False,NO,7.0
2016 Q4,10/01/2016,12/31/2016,HOMICIDE,30-39,F,WWH,False,True,YES,1.0
1995 Q3,07/01/1995,09/30/1995,HOMICIDE,30-39,M,WWH,False,True,NO,1.0
1997 Q3,07/01/1997,09/30/1997,HOMICIDE,20-29,M,BLK,False,True,YES,1.0
2020 Q4,10/01/2020,12/31/2020,CRIMINAL SEXUAL ASSAULT,20-29,M,BLK,False,True,NO,1.0
2016 Q4,10/01/2016,12/31/2016,ROBBERY,20-29,F,BLK,False,False,NO,224.0
2010 Q3,07/01/2010,09/30/2010,ASSAULT,60-69,M,BLK,False,True,NO,7.0
2017 Q3,07/01/2017,09/30/2017,HOMICIDE,40-49,M,WHI,False,False,YES,1.0
2013 Q1,01/01/2013,03/31/2013,HOMICIDE,40-49,M,WWH,False,True,NO,1.0
2010 Q4,10/01/2010,12/31/2010,ROBBERY,0-19,F,WWH,True,False,NO,29.0
2011 Q4,10/01/2011,12/31/2011,ROBBERY,70-79,F,WHI,False,False,NO,6.0
2013 Q2,03/01/2013,06/30/2013,ASSAULT,60-69,F,BLK,False,True,NO,4.0
2011 Q4,10/01/2011,12/31/2011,HOMICIDE,0-19,M,WWH,True,True,NO,1.0
2018 Q4,10/01/2018,12/31/2018,BATTERY,20-29,M,WHI,False,False,NO,12.0
2015 Q4,10/01/2015,12/31/2015,BATTERY,70-79,M,API,False,False,NO,1.0
1998 Q4,10/01/1998,12/31/1998,HOMICIDE,20-29,F,BLK,False,True,NO,1.0
2017 Q4,10/01/2017,12/31/2017,BATTERY,30-39,F,WWH,False,True,NO,14.0
1994 Q3,07/01/1994,09/30/1994,HOMICIDE,30-39,M,BLK,False,True,YES,1.0
2017 Q3,07/01/2017,09/30/2017,ASSAULT,30-39,M,WHI,False,True,NO,4.0
2019 Q2,03/01/2019,06/30/2019,CRIMINAL SEXUAL ASSAULT,20-29,F,WHI,False,True,NO,5.0
2015 Q2,03/01/2015,06/30/2015,ROBBERY,70-79,M,BLK,False,False,NO,13.0
2019 Q4,10/01/2019,12/31/2019,ASSAULT,0-19,F,WHI,True,False,NO,4.0
2019 Q1,01/01/2019,03/31/2019,CRIMINAL SEXUAL ASSAULT,30-39,F,API,False,False,NO,1.0
2018 Q2,03/01/2018,06/30/2018,CRIMINAL SEXUAL ASSAULT,70-79,F,BLK,False,False,NO,3.0
2017 Q3,07/01/2017,09/30/2017,BATTERY,60-69,F,WWH,False,True,NO,2.0
2021 Q2,03/01/2021,06/30/2021,BATTERY,50-59,F,WWH,False,False,NO,4.0
2010 Q3,07/01/2010,09/30/2010,BATTERY,40-49,F,WHI,False,True,NO,4.0
2011 Q3,07/01/2011,09/30/2011,ROBBERY,20-29,F,WHI,False,False,NO,102.0
2016 Q1,01/01/2016,03/31/2016,ASSAULT,80+,M,BLK,False,False,NO,1.0
2018 Q3,07/01/2018,09/30/2018,BATTERY,70-79,M,WHI,False,False,NO,5.0
2006 Q1,01/01/2006,03/31/2006,HOMICIDE,70-79,M,BLK,False,False,NO,1.0
2004 Q2,03/01/2004,06/30/2004,HOMICIDE,30-39,F,BLK,False,True,NO,2.0
2019 Q3,07/01/2019,09/30/2019,BATTERY,0-19,M,WWH,True,False,NO,14.0
2021 Q1,01/01/2021,03/31/2021,HOMICIDE,40-49,M,WWH,False,False,NO,1.0
2015 Q2,03/01/2015,06/30/2015,HOMICIDE,50-59,M,BLK,False,False,NO,1.0
2010 Q4,10/01/2010,12/31/2010,ASSAULT,40-49,M,WWH,False,True,NO,3.0
2016 Q1,01/01/2016,03/31/2016,ASSAULT,0-19,F,WWH,False,True,NO,1.0
2019 Q1,01/01/2019,03/31/2019,ROBBERY,60-69,M,WHI,False,False,NO,14.0
2018 Q3,07/01/2018,09/30/2018,ASSAULT,20-29,F,WWH,False,False,NO,33.0
2011 Q4,10/01/2011,12/31/2011,ASSAULT,0-19,F,WHI,False,False,NO,1.0
